,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1517,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,20-181,2005,4.8,,,,,,,,,,,,,,,,,,,,,Matches
1518,Shuto Machino,jp JPN,"FW,MF",Gladbach,de Bundesliga,26-194,1999,10.8,,,,,,,,,,,,,,,,,,,,,Matches
1519,Carlos Macià,es ESP,MF,Villarreal,es La Liga,17-223,2008,0.9,,,,,,,,,,,,,,,,,,,,,Matches
1520,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,17-090,2009,1.7,,,,,,,,,,,,,,,,,,,,,Matches
1521,Noni Madueke,eng ENG,"FW,MF",Arsenal,eng Premier League,24-033,2002,10.5,,,,,,,,,,,,,,,,,,,,,Matches
1522,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-274,1997,22.8,,,,,,,,,,,,,,,,,,,,,Matches
1523,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,28-114,1997,25.1,,,,,,,,,,,,,,,,,,,,,Matches
1524,Soungoutou Magassa,fr FRA,MF,West Ham United,eng Premier League,22-186,2003,10.9,,,,,,,,,,,,,,,,,,,,,Matches
1525,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-317,1998,25.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1526,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26-220,1999,13.9,,,,,,,,,,,,,,,,,,,,,Matches
1527,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,33-038,1993,13.4,,,,,,,,,,,,,,,,,,,,,Matches
1528,Arne Maier,de GER,MF,Augsburg,de Bundesliga,27-094,1999,0,,,,,,,,,,,,,,,,,,,,,Matches
1529,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-283,1995,30.6,,,,,,,,,,,,,,,,,,,,,Matches
1530,Linton Maina,de GER,"MF,FW",Köln,de Bundesliga,26-293,1999,8.5,,,,,,,,,,,,,,,,,,,,,Matches
1531,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31-157,1994,29,,,,,,,,,,,,,,,,,,,,,Matches
1532,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-358,2005,12.5,,,,,,,,,,,,,,,,,,,,,Matches
1533,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,28-226,1997,22.1,,,,,,,,,,,,,,,,,,,,,Matches
1534,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26-147,1999,9.6,,,,,,,,,,,,,,,,,,,,,Matches
1535,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,28-085,1998,14.7,,,,,,,,,,,,,,,,,,,,,Matches
1536,Hamidou Makalou,ml MLI,MF,Brest,fr Ligue 1,19-271,2006,2,,,,,,,,,,,,,,,,,,,,,Matches
1537,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-304,1998,15.8,,,,,,,,,,,,,,,,,,,,,Matches
1538,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-252,2001,11.5,,,,,,,,,,,,,,,,,,,,,Matches
1539,Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18-311,2007,1,,,,,,,,,,,,,,,,,,,,,Matches
1540,Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,19-229,2006,16.3,,,,,,,,,,,,,,,,,,,,,Matches
1541,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,26-238,1999,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1542,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-316,2001,5.7,,,,,,,,,,,,,,,,,,,,,Matches
1543,Daniel Maldini,it ITA,FW,Lazio,it Serie A,24-183,2001,6.4,,,,,,,,,,,,,,,,,,,,,Matches
1544,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-183,2001,2.9,,,,,,,,,,,,,,,,,,,,,Matches
1545,Youssef Maleh,ma MAR,MF,Cremonese,it Serie A,27-233,1998,8.7,,,,,,,,,,,,,,,,,,,,,Matches
1546,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27-233,1998,5.1,,,,,,,,,,,,,,,,,,,,,Matches
1547,Donyell Malen,nl NED,"FW,MF",Aston Villa,eng Premier League,27-093,1999,7.3,,,,,,,,,,,,,,,,,,,,,Matches
1548,Donyell Malen,nl NED,FW,Roma,it Serie A,27-093,1999,10.7,,,,,,,,,,,,,,,,,,,,,Matches
1549,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-343,1993,22.5,,,,,,,,,,,,,,,,,,,,,Matches
1550,Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,26-186,1999,5,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1551,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28-345,1997,3.8,,,,,,,,,,,,,,,,,,,,,Matches
1552,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-195,2000,7,,,,,,,,,,,,,,,,,,,,,Matches
1553,Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,25-084,2001,5.8,,,,,,,,,,,,,,,,,,,,,Matches
1554,Aitor Mañas,es ESP,FW,Alavés,es La Liga,23-097,2003,0.8,,,,,,,,,,,,,,,,,,,,,Matches
1555,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-360,1996,28.6,,,,,,,,,,,,,,,,,,,,,Matches
1556,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,32-081,1994,15.9,,,,,,,,,,,,,,,,,,,,,Matches
1557,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34-172,1991,20.9,,,,,,,,,,,,,,,,,,,,,Matches
1558,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-287,1997,22.1,,,,,,,,,,,,,,,,,,,,,Matches
1559,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,21-035,2005,1.5,,,,,,,,,,,,,,,,,,,,,Matches
1560,Mateus Mane,pt POR,MF,Wolves,eng Premier League,18-208,2007,14.6,,,,,,,,,,,,,,,,,,,,,Matches
1561,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,28-025,1998,2.1,,,,,,,,,,,,,,,,,,,,,Matches
1562,Bendito Mantato,eng ENG,MF,Manchester Utd,eng Premier League,18-077,2008,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1563,Brad Mantsounga,cg CGO,DF,Nice,fr Ligue 1,18-218,2007,1,,,,,,,,,,,,,,,,,,,,,Matches
1564,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-180,2005,18.9,,,,,,,,,,,,,,,,,,,,,Matches
1565,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-256,2002,10.7,,,,,,,,,,,,,,,,,,,,,Matches
1566,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23-169,2002,22,,,,,,,,,,,,,,,,,,,,,Matches
1567,Marcão,br BRA,DF,Sevilla,es La Liga,29-311,1996,10.4,,,,,,,,,,,,,,,,,,,,,Matches
1568,Solly March,eng ENG,MF,Brighton,eng Premier League,31-266,1994,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1569,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-282,1997,8.5,,,,,,,,,,,,,,,,,,,,,Matches
1570,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-224,1993,9,,,,,,,,,,,,,,,,,,,,,Matches
1571,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,31-082,1995,12.9,,,,,,,,,,,,,,,,,,,,,Matches
1572,Mariano,do DOM,FW,Alavés,es La Liga,32-254,1993,3.2,,,,,,,,,,,,,,,,,,,,,Matches
1573,Luca Marianucci,it ITA,DF,Torino,it Serie A,21-263,2004,3.2,,,,,,,,,,,,,,,,,,,,,Matches
1574,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-263,2004,1.3,,,,,,,,,,,,,,,,,,,,,Matches
1575,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,21-007,2005,0,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1576,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-225,1998,14.2,,,,,,,,,,,,,,,,,,,,,Matches
1577,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-283,2003,12.8,,,,,,,,,,,,,,,,,,,,,Matches
1578,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23-328,2002,17.5,,,,,,,,,,,,,,,,,,,,,Matches
1579,João Mário Lopes,pt POR,DF,Bologna,it Serie A,26-099,2000,5,,,,,,,,,,,,,,,,,,,,,Matches
1580,João Mário Lopes,pt POR,MF,Juventus,it Serie A,26-099,2000,2.9,,,,,,,,,,,,,,,,,,,,,Matches
1581,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-341,1994,22.6,,,,,,,,,,,,,,,,,,,,,Matches
1582,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,27-064,1999,6.4,,,,,,,,,,,,,,,,,,,,,Matches
1583,Tomas Marques,es ESP,MF,Barcelona,es La Liga,19-164,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1584,Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,31-333,1994,8.7,,,,,,,,,,,,,,,,,,,,,Matches
1585,Callum Marshall,nir NIR,FW,West Ham United,eng Premier League,21-135,2004,0.7,,,,,,,,,,,,,,,,,,,,,Matches
1586,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23-348,2002,23.5,,,,,,,,,,,,,,,,,,,,,Matches
1587,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,28-355,1997,21.1,,,,,,,,,,,,,,,,,,,,,Matches
1588,Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,es La Liga,23-355,2002,3.4,,,,,,,,,,,,,,,,,,,,,Matches
1589,Gerard Martín,es ESP,DF,Barcelona,es La Liga,24-045,2002,17.5,,,,,,,,,,,,,,,,,,,,,Matches
1590,Iván Martín,es ESP,MF,Girona,es La Liga,27-057,1999,23.3,,,,,,,,,,,,,,,,,,,,,Matches
1591,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-354,2006,19,,,,,,,,,,,,,,,,,,,,,Matches
1592,Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,22-038,2004,18.1,,,,,,,,,,,,,,,,,,,,,Matches
1593,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24-298,2001,10.1,,,,,,,,,,,,,,,,,,,,,Matches
1594,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22-352,2003,23.4,,,,,,,,,,,,,,,,,,,,,Matches
1595,Daniel Martinez,es ESP,DF,Atlético Madrid,es La Liga,21-342,2004,1,,,,,,,,,,,,,,,,,,,,,Matches
1596,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-222,1992,26.5,,,,,,,,,,,,,,,,,,,,,Matches
1597,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22-277,2003,10.7,,,,,,,,,,,,,,,,,,,,,Matches
1598,Josep Martinez,es ESP,GK,Inter,it Serie A,27-320,1998,2,,,,,,,,,,,,,,,,,,,,,Matches
1599,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-233,1997,21.6,,,,,,,,,,,,,,,,,,,,,Matches
1600,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,28-084,1998,10.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1601,Pablo Martínez,es ESP,MF,Levante,es La Liga,28-049,1998,13.9,,,,,,,,,,,,,,,,,,,,,Matches
1602,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23-172,2002,1.1,,,,,,,,,,,,,,,,,,,,,Matches
1603,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-286,1997,23.6,,,,,,,,,,,,,,,,,,,,,Matches
1604,Adam Marušić,me MNE,DF,Lazio,it Serie A,33-177,1992,27.2,,,,,,,,,,,,,,,,,,,,,Matches
1605,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,33-069,1993,18.5,,,,,,,,,,,,,,,,,,,,,Matches
1606,Adam Masina,ma MAR,DF,Torino,it Serie A,32-100,1994,2.6,,,,,,,,,,,,,,,,,,,,,Matches
1607,Patrizio Masini,it ITA,MF,Genoa,it Serie A,25-075,2001,13.2,,,,,,,,,,,,,,,,,,,,,Matches
1608,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-279,2001,24.1,,,,,,,,,,,,,,,,,,,,,Matches
1609,Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,18-241,2007,8.7,,,,,,,,,,,,,,,,,,,,,Matches
1610,Arthur Masuaku,cd COD,DF,Sunderland,eng Premier League,32-156,1993,1.4,,,,,,,,,,,,,,,,,,,,,Matches
1611,Arthur Masuaku,cd COD,"DF,MF",Lens,fr Ligue 1,32-156,1993,0,,,,,,,,,,,,,,,,,,,,,Matches
1612,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,33-156,1992,25.5,,,,,,,,,,,,,,,,,,,,,Matches
1613,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,23-012,2003,12.7,,,,,,,,,,,,,,,,,,,,,Matches
1614,Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,eng Premier League,23-210,2002,14.7,,,,,,,,,,,,,,,,,,,,,Matches
1615,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-288,1997,21.5,,,,,,,,,,,,,,,,,,,,,Matches
1616,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-254,1988,24.6,,,,,,,,,,,,,,,,,,,,,Matches
1617,Rudy Matondo,fr FRA,MF,Paris FC,fr Ligue 1,18-030,2008,4.1,,,,,,,,,,,,,,,,,,,,,Matches
1618,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,18-030,2008,6.8,,,,,,,,,,,,,,,,,,,,,Matches
1619,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-332,2002,14,,,,,,,,,,,,,,,,,,,,,Matches
1620,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eintracht Frankfurt,de Bundesliga,20-340,2005,13.9,,,,,,,,,,,,,,,,,,,,,Matches
1621,Alan Matturro,uy URU,DF,Levante,es La Liga,21-183,2004,9.3,,,,,,,,,,,,,,,,,,,,,Matches
1622,Neal Maupay,fr FRA,"FW,MF",Marseille,fr Ligue 1,29-241,1996,0,,,,,,,,,,,,,,,,,,,,,Matches
1623,Neal Maupay,fr FRA,FW,Sevilla,es La Liga,29-241,1996,5,,,,,,,,,,,,,,,,,,,,,Matches
1624,Konstantinos Mavropanos,gr GRE,DF,West Ham United,eng Premier League,28-122,1997,22.2,,,,,,,,,,,,,,,,,,,,,Matches
1625,Christian Mawissa,fr FRA,"DF,MF",Monaco,fr Ligue 1,20-359,2005,8.3,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1626,Eliezer Mayenda,es ESP,"FW,MF",Sunderland,eng Premier League,20-339,2005,8.4,,,,,,,,,,,,,,,,,,,,,Matches
1627,Ezra Mayers,bb BRB,DF,West Ham United,eng Premier League,19-086,2007,1.3,,,,,,,,,,,,,,,,,,,,,Matches
1628,Borja Mayoral,es ESP,FW,Getafe,es La Liga,29-007,1997,11.6,,,,,,,,,,,,,,,,,,,,,Matches
1629,Senny Mayulu,fr FRA,"MF,FW",Paris Saint-Germain,fr Ligue 1,19-330,2006,13.4,,,,,,,,,,,,,,,,,,,,,Matches
1630,Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,20-139,2005,15.9,,,,,,,,,,,,,,,,,,,,,Matches
1631,Noussair Mazraoui,ma MAR,"MF,DF",Manchester Utd,eng Premier League,28-149,1997,6.9,,,,,,,,,,,,,,,,,,,,,Matches
1632,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,30-148,1995,8.5,,,,,,,,,,,,,,,,,,,,,Matches
1633,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30-259,1995,2.6,,,,,,,,,,,,,,,,,,,,,Matches
1634,Nathan Mbala,,FW,Metz,fr Ligue 1,18-052,2008,2,,,,,,,,,,,,,,,,,,,,,Matches
1635,Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,de Bundesliga,22-086,2004,12,,,,,,,,,,,,,,,,,,,,,Matches
1636,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,19-104,2006,4.4,,,,,,,,,,,,,,,,,,,,,Matches
1637,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,27-113,1998,24.7,,,,,,,,,,,,,,,,,,,,,Matches
1638,Ibrahim Mbaye,sn SEN,"FW,MF",Paris Saint-Germain,fr Ligue 1,18-078,2008,9.4,,,,,,,,,,,,,,,,,,,,,Matches
1639,Malick Mbaye,sn SEN,MF,Metz,fr Ligue 1,22-006,2004,3.3,,,,,,,,,,,,,,,,,,,,,Matches
1640,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-247,1994,9.6,,,,,,,,,,,,,,,,,,,,,Matches
1641,Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,eng Premier League,26-248,1999,24.3,,,,,,,,,,,,,,,,,,,,,Matches
1642,Michel Mboula,ga GAB,"DF,MF",Metz,fr Ligue 1,22-347,2003,7.1,,,,,,,,,,,,,,,,,,,,,Matches
1643,Pathé Mboup,sn SEN,MF,Brest,fr Ligue 1,22-175,2003,10.4,,,,,,,,,,,,,,,,,,,,,Matches
1644,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,26-035,2000,27.2,,,,,,,,,,,,,,,,,,,,,Matches
1645,James Mcatee,eng ENG,MF,Nottingham Forest,eng Premier League,23-176,2002,2,,,,,,,,,,,,,,,,,,,,,Matches
1646,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,31-176,1994,19.1,,,,,,,,,,,,,,,,,,,,,Matches
1647,Weston McKennie,us USA,MF,Juventus,it Serie A,27-227,1998,25.6,,,,,,,,,,,,,,,,,,,,,Matches
1648,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,27-046,1999,23.2,,,,,,,,,,,,,,,,,,,,,Matches
1649,Dwight McNeil,eng ENG,MF,Everton,eng Premier League,26-141,1999,11.4,,,,,,,,,,,,,,,,,,,,,Matches
1650,Scott McTominay,sct SCO,MF,Napoli,it Serie A,29-125,1996,24,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1651,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26-319,1999,11.2,,,,,,,,,,,,,,,,,,,,,Matches
1652,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31-220,1994,1.6,,,,,,,,,,,,,,,,,,,,,Matches
1653,Henrik Meister,dk DEN,FW,Pisa,it Serie A,22-146,2003,15.3,,,,,,,,,,,,,,,,,,,,,Matches
1654,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,24-130,2001,18.8,,,,,,,,,,,,,,,,,,,,,Matches
1655,Kader Meïté,fr FRA,FW,Rennes,fr Ligue 1,18-183,2007,5.9,,,,,,,,,,,,,,,,,,,,,Matches
1656,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,23-081,2003,11,,,,,,,,,,,,,,,,,,,,,Matches
1657,Cléo Melieres,fr FRA,FW,Metz,fr Ligue 1,20-364,2005,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1658,Nuno Mendes,pt POR,DF,Paris Saint-Germain,fr Ligue 1,23-297,2002,13.7,,,,,,,,,,,,,,,,,,,,,Matches
1659,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,29-095,1997,17.2,,,,,,,,,,,,,,,,,,,,,Matches
1660,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,21-028,2005,8.8,,,,,,,,,,,,,,,,,,,,,Matches
1661,Rodrigo Mendoza,es ESP,MF,Atlético Madrid,es La Liga,21-028,2005,3.2,,,,,,,,,,,,,,,,,,,,,Matches
1662,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-320,2004,17.3,,,,,,,,,,,,,,,,,,,,,Matches
1663,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,26-090,2000,17.6,,,,,,,,,,,,,,,,,,,,,Matches
1664,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,30-308,1995,1.2,,,,,,,,,,,,,,,,,,,,,Matches
1665,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,25-100,2001,1.5,,,,,,,,,,,,,,,,,,,,,Matches
1666,Nobel Mendy,sn SEN,DF,Rayo Vallecano,es La Liga,21-221,2004,15.7,,,,,,,,,,,,,,,,,,,,,Matches
1667,Paul Mendy,sn SEN,FW,Cagliari,it Serie A,19-101,2007,0.6,,,,,,,,,,,,,,,,,,,,,Matches
1668,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27-268,1998,21,,,,,,,,,,,,,,,,,,,,,Matches
1669,Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,19-047,2007,9.3,,,,,,,,,,,,,,,,,,,,,Matches
1670,Alex Meret,it ITA,GK,Napoli,it Serie A,29-021,1997,9,,,,,,,,,,,,,,,,,,,,,Matches
1671,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29-294,1996,11.2,,,,,,,,,,,,,,,,,,,,,Matches
1672,Quentin Merlin,fr FRA,"MF,DF",Rennes,fr Ligue 1,23-331,2002,23.1,,,,,,,,,,,,,,,,,,,,,Matches
1673,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22-349,2003,5.6,,,,,,,,,,,,,,,,,,,,,Matches
1674,Junior Messias,br BRA,MF,Genoa,it Serie A,34-334,1991,6.5,,,,,,,,,,,,,,,,,,,,,Matches
1675,Alejandro Mestanza,es ESP,MF,Getafe,es La Liga,21-126,2004,0.8,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
1676,Connor Metcalfe,au AUS,FW,St Pauli,de Bundesliga,26-158,1999,3.9,,,,,,,,,,,,,,,,,,,,,Matches
1677,Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,20-056,2006,17,,,,,,,,,,,,,,,,,,,,,Matches
1678,Karol Mets,ee EST,DF,St Pauli,de Bundesliga,32-331,1993,18.5,,,,,,,,,,,,,,,,,,,,,Matches
1679,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-212,1991,16.4,,,,,,,,,,,,,,,,,,,,,Matches
1680,Lucas Michal,fr FRA,MF,Metz,fr Ligue 1,20-295,2005,2.1,,,,,,,,,,,,,,,,,,,,,Matches
1681,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20-295,2005,0.7,,,,,,,,,,,,,,,,,,,,,Matches
1682,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25-163,2000,19,,,,,,,,,,,,,,,,,,,,,Matches
1683,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25-163,2000,2,,,,,,,,,,,,,,,,,,,,,Matches
1684,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-200,2008,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1685,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,22-046,2004,12.4,,,,,,,,,,,,,,,,,,,,,Matches
1686,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,21-009,2005,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1687,Nikola Milenković,rs SRB,DF,Nottingham Forest,eng Premier League,28-182,1997,31,,,,,,,,,,,,,,,,,,,,,Matches
1688,Lewis Miley,eng ENG,"MF,DF",Newcastle United,eng Premier League,19-346,2006,12.6,,,,,,,,,,,,,,,,,,,,,Matches
1689,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,32-043,1994,0.4,,,,,,,,,,,,,,,,,,,,,Matches
1690,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,29-051,1997,22,,,,,,,,,,,,,,,,,,,,,Matches
1691,Éder Militão,br BRA,DF,Real Madrid,es La Liga,28-084,1998,12.2,,,,,,,,,,,,,,,,,,,,,Matches
1692,Luis Milla,es ESP,MF,Getafe,es La Liga,31-187,1994,28.5,,,,,,,,,,,,,,,,,,,,,Matches
1693,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33-201,1992,18.3,,,,,,,,,,,,,,,,,,,,,Matches
1694,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-230,2006,7.8,,,,,,,,,,,,,,,,,,,,,Matches
1695,James Milner,eng ENG,MF,Brighton,eng Premier League,40-098,1986,8.1,,,,,,,,,,,,,,,,,,,,,Matches
1696,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-288,2007,4.1,,,,,,,,,,,,,,,,,,,,,Matches
1697,Jovan Milošević,rs SRB,FW,Werder Bremen,de Bundesliga,20-255,2005,3.5,,,,,,,,,,,,,,,,,,,,,Matches
1698,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,29-148,1996,14.3,,,,,,,,,,,,,,,,,,,,,Matches
1699,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-201,1994,18.9,,,,,,,,,,,,,,,,,,,,,Matches
1700,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,31-086,1995,10.5,,,,,,,,,,,,,,,,,,,,,Matches
